Rank,Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season
,Genoa CFC,46,26.9,23,€2.14m,€98.50m,Serie_A,2012
,UC Sampdoria,37,25.7,17,€2.32m,€85.93m,Serie_A,2012
,Parma FC,42,26.1,18,€2.04m,€85.78m,Serie_A,2012
,US Palermo,52,25.7,29,€1.56m,€80.95m,Serie_A,2012
,Bologna FC 1909,49,25.0,18,€1.60m,€78.55m,Serie_A,2012
,Calcio Catania,38,26.0,22,€2.01m,€76.48m,Serie_A,2012
,Cagliari Calcio,34,24.5,12,€2.25m,€76.38m,Serie_A,2012
,Atalanta BC,43,28.1,12,€1.72m,€74.10m,Serie_A,2012
,Torino FC,38,26.3,18,€1.62m,€61.60m,Serie_A,2012
,Chievo Verona,46,27.3,26,€1.20m,€55.10m,Serie_A,2012
,Delfino Pescara 1936,52,25.0,15,€919k,€47.80m,Serie_A,2012
,AC Siena,48,27.7,17,€989k,€47.48m,Serie_A,2012
,Juventus FC,48,26.0,20,€8.16m,€391.45m,Serie_A,2013
,Inter Milan,63,24.7,36,€4.65m,€292.65m,Serie_A,2013
,SSC Napoli,36,27.3,25,€7.68m,€276.60m,Serie_A,2013
,AC Milan,47,25.8,22,€5.62m,€263.95m,Serie_A,2013
,ACF Fiorentina,56,25.8,34,€4.45m,€249.13m,Serie_A,2013
,AS Roma,59,24.3,30,€4.18m,€246.40m,Serie_A,2013
,SS Lazio,54,25.5,33,€3.02m,€162.95m,Serie_A,2013
,Udinese Calcio,63,24.2,41,€1.97m,€123.95m,Serie_A,2013
,Genoa CFC,66,24.9,33,€1.55m,€102.10m,Serie_A,2013
,Parma FC,48,25.6,22,€1.87m,€89.78m,Serie_A,2013
,US Sassuolo,56,25.4,12,€1.57m,€87.85m,Serie_A,2013
,Cagliari Calcio,36,25.4,15,€2.39m,€86.20m,Serie_A,2013
,UC Sampdoria,58,24.9,19,€1.44m,€83.48m,Serie_A,2013
,Torino FC,43,26.0,20,€1.87m,€80.25m,Serie_A,2013
,Calcio Catania,54,24.8,28,€1.46m,€78.98m,Serie_A,2013
,Atalanta BC,62,25.4,14,€1.19m,€73.93m,Serie_A,2013
,AS Livorno,48,25.3,14,€1.48m,€71.18m,Serie_A,2013
,Bologna FC 1909,64,25.1,26,€1.09m,€69.83m,Serie_A,2013
,Chievo Verona,72,25.4,35,€959k,€69.08m,Serie_A,2013
,Hellas Verona,54,25.9,22,€1.24m,€67.13m,Serie_A,2013
,Juventus FC,35,27.4,13,€9.40m,€329.00m,Serie_A,2014
,AS Roma,43,26.3,25,€6.44m,€276.78m,Serie_A,2014
,SSC Napoli,34,27.2,23,€7.71m,€262.18m,Serie_A,2014
,Inter Milan,44,25.0,32,€5.93m,€260.70m,Serie_A,2014
,AC Milan,47,25.7,19,€5.02m,€236.13m,Serie_A,2014
,ACF Fiorentina,49,26.4,30,€4.41m,€216.13m,Serie_A,2014
,SS Lazio,36,26.8,27,€4.65m,€167.55m,Serie_A,2014
,UC Sampdoria,41,26.1,20,€3.23m,€132.23m,Serie_A,2014
,Genoa CFC,48,25.6,21,€2.44m,€117.33m,Serie_A,2014
,Udinese Calcio,50,24.4,36,€2.14m,€107.18m,Serie_A,2014
,US Palermo,40,25.3,22,€2.32m,€92.60m,Serie_A,2014
,US Sassuolo,41,26.8,8,€2.22m,€91.03m,Serie_A,2014
,Atalanta BC,42,27.3,16,€1.99m,€83.48m,Serie_A,2014
,Torino FC,45,26.5,21,€1.84m,€82.58m,Serie_A,2014
,Cagliari Calcio,36,24.9,14,€2.06m,€74.20m,Serie_A,2014
,Parma FC,55,25.6,24,€1.20m,€65.95m,Serie_A,2014
,Chievo Verona,40,28.0,23,€1.55m,€61.85m,Serie_A,2014
,FC Empoli,40,24.3,13,€1.35m,€54.03m,Serie_A,2014
,Hellas Verona,38,26.9,23,€1.10m,€41.80m,Serie_A,2014
,AC Cesena,37,26.5,10,€923k,€34.15m,Serie_A,2014
,Juventus FC,38,25.9,22,€11.58m,€440.00m,Serie_A,2015
,AS Roma,48,25.2,34,€6.94m,€332.90m,Serie_A,2015
,SSC Napoli,34,26.5,22,€9.47m,€321.93m,Serie_A,2015
,Inter Milan,42,25.7,30,€7.01m,€294.28m,Serie_A,2015
,AC Milan,42,26.1,16,€5.09m,€213.83m,Serie_A,2015
,ACF Fiorentina,39,26.6,29,€4.89m,€190.53m,Serie_A,2015
,SS Lazio,38,26.2,26,€4.61m,€175.30m,Serie_A,2015
,UC Sampdoria,43,26.5,22,€2.94m,€126.53m,Serie_A,2015
,Genoa CFC,47,24.8,27,€2.50m,€117.55m,Serie_A,2015
,US Sassuolo,39,25.1,5,€2.49m,€97.00m,Serie_A,2015
,Udinese Calcio,43,26.8,31,€2.16m,€93.00m,Serie_A,2015
,Torino FC,39,26.1,17,€2.30m,€89.83m,Serie_A,2015
,Atalanta BC,44,27.2,15,€1.78m,€78.45m,Serie_A,2015
,Bologna FC 1909,42,26.3,17,€1.79m,€75.23m,Serie_A,2015
,FC Empoli,38,24.6,16,€1.96m,€74.60m,Serie_A,2015
,US Palermo,40,24.9,21,€1.72m,€68.68m,Serie_A,2015
,Carpi FC 1909,41,26.4,18,€1.27m,€52.05m,Serie_A,2015
,Chievo Verona,40,28.0,17,€1.24m,€49.78m,Serie_A,2015
,Hellas Verona,42,26.3,20,€1.14m,€47.73m,Serie_A,2015
,Frosinone Calcio,35,26.5,10,€1.09m,€38.30m,Serie_A,2015
,Juventus FC,38,26.6,20,€13.08m,€497.18m,Serie_A,2016
,SSC Napoli,37,26.2,22,€10.47m,€387.30m,Serie_A,2016
,AS Roma,47,24.2,25,€7.55m,€354.68m,Serie_A,2016
,Inter Milan,41,25.9,29,€8.01m,€328.30m,Serie_A,2016
,AC Milan,42,25.3,21,€6.06m,€254.33m,Serie_A,2016
,SS Lazio,46,24.2,33,€4.92m,€226.45m,Serie_A,2016
,ACF Fiorentina,42,24.8,30,€5.17m,€217.08m,Serie_A,2016
,Torino FC,51,24.7,24,€3.18m,€162.35m,Serie_A,2016
,Atalanta BC,44,25.9,16,€3.68m,€161.70m,Serie_A,2016
,US Sassuolo,48,25.0,7,€3.03m,€145.25m,Serie_A,2016
,UC Sampdoria,42,25.3,28,€2.80m,€117.58m,Serie_A,2016
,Genoa CFC,44,26.3,23,€2.46m,€108.18m,Serie_A,2016
,Udinese Calcio,44,25.0,34,€2.32m,€101.95m,Serie_A,2016
,Bologna FC 1909,48,25.2,22,€1.98m,€95.00m,Serie_A,2016
,Cagliari Calcio,46,25.2,17,€1.33m,€61.08m,Serie_A,2016
,FC Empoli,42,25.0,17,€1.32m,€55.45m,Serie_A,2016
,Delfino Pescara 1936,50,25.2,19,€962k,€48.10m,Serie_A,2016
,Chievo Verona,44,26.8,20,€1.04m,€45.88m,Serie_A,2016
,US Palermo,39,24.8,23,€1.05m,€41.10m,Serie_A,2016
,FC Crotone,37,25.5,12,€992k,€36.70m,Serie_A,2016
,Juventus FC,33,26.9,17,€19.79m,€653.15m,Serie_A,2017
,SSC Napoli,40,25.6,24,€12.61m,€504.25m,Serie_A,2017
,Inter Milan,34,26.5,22,€14.33m,€487.28m,Serie_A,2017
,AS Roma,47,24.1,27,€9.98m,€469.10m,Serie_A,2017
,SS Lazio,44,25.3,28,€9.29m,€408.78m,Serie_A,2017
,AC Milan,42,25.0,17,€9.69m,€407.05m,Serie_A,2017
,ACF Fiorentina,41,24.4,26,€5.79m,€237.33m,Serie_A,2017
,Atalanta BC,37,24.0,17,€5.62m,€207.95m,Serie_A,2017
,UC Sampdoria,39,25.1,25,€4.88m,€190.45m,Serie_A,2017
,Torino FC,51,24.2,23,€3.44m,€175.53m,Serie_A,2017
,Genoa CFC,44,26.5,25,€3.07m,€135.13m,Serie_A,2017
,US Sassuolo,39,25.5,7,€3.25m,€126.78m,Serie_A,2017
,Udinese Calcio,46,24.4,35,€2.35m,€108.03m,Serie_A,2017
,Bologna FC 1909,41,25.8,24,€2.53m,€103.55m,Serie_A,2017
,Cagliari Calcio,41,25.8,13,€2.40m,€98.58m,Serie_A,2017
,SPAL 2013,42,25.9,13,€1.51m,€63.55m,Serie_A,2017
,Benevento Calcio,48,25.5,21,€1.20m,€57.83m,Serie_A,2017
,Hellas Verona,41,26.0,18,€1.38m,€56.50m,Serie_A,2017
,Chievo Verona,36,28.0,16,€1.53m,€55.23m,Serie_A,2017
,FC Crotone,40,24.5,19,€1.20m,€47.88m,Serie_A,2017
,Juventus FC,59,25.4,26,€14.76m,€871.05m,Serie_A,2018
,SSC Napoli,54,24.8,27,€11.98m,€646.80m,Serie_A,2018
,Inter Milan,60,24.5,30,€10.30m,€617.93m,Serie_A,2018
,AC Milan,45,24.9,22,€12.86m,€578.48m,Serie_A,2018
,AS Roma,57,24.2,28,€8.05m,€459.05m,Serie_A,2018
,Atalanta BC,88,23.2,29,€4.18m,€367.68m,Serie_A,2018
,ACF Fiorentina,56,23.4,36,€5.63m,€315.33m,Serie_A,2018
,SS Lazio,57,24.9,33,€5.11m,€291.15m,Serie_A,2018
,US Sassuolo,59,24.4,15,€4.10m,€242.05m,Serie_A,2018
,Torino FC,62,24.2,29,€3.86m,€239.23m,Serie_A,2018
,UC Sampdoria,59,24.0,31,€3.67m,€216.75m,Serie_A,2018
,Udinese Calcio,56,25.2,41,€3.59m,€201.20m,Serie_A,2018
,Genoa CFC,69,24.3,35,€2.78m,€191.73m,Serie_A,2018
,Cagliari Calcio,49,26.4,18,€3.17m,€155.38m,Serie_A,2018
,Bologna FC 1909,48,25.4,28,€2.49m,€119.68m,Serie_A,2018
,FC Empoli,59,24.6,24,€1.79m,€105.60m,Serie_A,2018
,SPAL,51,25.8,20,€1.91m,€97.40m,Serie_A,2018
,Parma Calcio 1913,70,26.1,19,€1.37m,€95.75m,Serie_A,2018
,Chievo Verona,68,25.2,32,€804k,€54.70m,Serie_A,2018
,Frosinone Calcio,44,26.2,10,€1.24m,€54.53m,Serie_A,2018
,Juventus FC,38,27.2,23,€17.42m,€661.88m,Serie_A,2019
,Inter Milan,34,27.3,19,€17.83m,€606.05m,Serie_A,2019
,SSC Napoli,33,27.3,24,€16.61m,€548.28m,Serie_A,2019
,AC Milan,37,25.7,22,€10.93m,€404.33m,Serie_A,2019
,AS Roma,36,26.1,23,€10.91m,€392.73m,Serie_A,2019
,SS Lazio,34,26.6,24,€8.94m,€303.88m,Serie_A,2019
,ACF Fiorentina,42,25.2,28,€7.20m,€302.23m,Serie_A,2019
,Atalanta BC,37,25.4,26,€7.88m,€291.43m,Serie_A,2019
,US Sassuolo,44,24.8,18,€3.82m,€167.98m,Serie_A,2019
,Cagliari Calcio,41,26.3,16,€4.09m,€167.83m,Serie_A,2019
,Torino FC,37,25.2,17,€4.42m,€163.55m,Serie_A,2019
,Genoa CFC,43,26.7,25,€3.31m,€142.38m,Serie_A,2019
,UC Sampdoria,38,25.7,20,€3.56m,€135.28m,Serie_A,2019
,Bologna FC 1909,40,25.0,26,€3.24m,€129.65m,Serie_A,2019
,Parma Calcio 1913,40,26.6,19,€3.22m,€128.75m,Serie_A,2019
,Udinese Calcio,39,25.3,28,€3.10m,€121.08m,Serie_A,2019
,Hellas Verona,40,25.4,19,€2.81m,€112.53m,Serie_A,2019
,Brescia Calcio (- 2025),33,26.4,11,€2.52m,€83.23m,Serie_A,2019
,SPAL,42,26.1,23,€1.75m,€73.63m,Serie_A,2019
,US Lecce,47,25.4,17,€1.11m,€52.33m,Serie_A,2019
,Inter Milan,41,25.7,22,€16.19m,€663.90m,Serie_A,2020
,Juventus FC,45,25.2,26,€14.07m,€633.30m,Serie_A,2020
,AC Milan,42,24.4,27,€13.04m,€547.78m,Serie_A,2020
,SSC Napoli,32,26.5,21,€16.57m,€530.20m,Serie_A,2020
,Atalanta BC,39,25.5,21,€11.03m,€430.00m,Serie_A,2020
,AS Roma,46,25.1,28,€8.60m,€395.65m,Serie_A,2020
,SS Lazio,44,26.1,32,€7.42m,€326.33m,Serie_A,2020
,ACF Fiorentina,41,26.1,24,€7.00m,€286.80m,Serie_A,2020
,US Sassuolo,39,25.4,19,€6.20m,€241.74m,Serie_A,2020
,Cagliari Calcio,42,25.8,19,€4.47m,€187.83m,Serie_A,2020
,Torino FC,40,25.8,22,€4.38m,€175.28m,Serie_A,2020
,Udinese Calcio,42,26.2,30,€4.12m,€173.00m,Serie_A,2020
,Hellas Verona,46,24.7,21,€3.42m,€157.21m,Serie_A,2020
,Bologna FC 1909,45,24.6,27,€3.41m,€153.60m,Serie_A,2020
,Parma Calcio 1913,53,25.5,30,€2.43m,€128.70m,Serie_A,2020
,UC Sampdoria,34,26.9,19,€3.74m,€127.18m,Serie_A,2020
,Genoa CFC,44,26.9,23,€2.54m,€111.93m,Serie_A,2020
,Spezia Calcio,39,26.2,18,€1.84m,€71.68m,Serie_A,2020
,FC Crotone,41,26.5,19,€1.29m,€52.75m,Serie_A,2020
,Benevento Calcio,36,27.8,14,€1.39m,€50.13m,Serie_A,2020
,Juventus FC,43,25.5,24,€14.94m,€642.50m,Serie_A,2021
,Inter Milan,36,27.7,20,€15.52m,€558.55m,Serie_A,2021
,AC Milan,37,25.8,22,€14.78m,€546.95m,Serie_A,2021
,SSC Napoli,37,25.8,20,€12.90m,€477.23m,Serie_A,2021
,Atalanta BC,44,24.9,24,€9.06m,€398.75m,Serie_A,2021
,AS Roma,39,24.3,25,€9.78m,€381.25m,Serie_A,2021
,ACF Fiorentina,38,25.9,22,€8.57m,€325.80m,Serie_A,2021
,SS Lazio,35,27.5,24,€7.56m,€264.53m,Serie_A,2021
,US Sassuolo,43,25.5,22,€5.84m,€251.00m,Serie_A,2021
,Torino FC,41,25.3,25,€5.45m,€223.40m,Serie_A,2021
,Bologna FC 1909,45,24.2,28,€4.14m,€186.20m,Serie_A,2021
,Hellas Verona,43,25.2,19,€3.79m,€162.98m,Serie_A,2021
,Udinese Calcio,44,25.4,26,€3.23m,€142.30m,Serie_A,2021
,Cagliari Calcio,46,25.5,23,€2.92m,€134.53m,Serie_A,2021
,UC Sampdoria,46,26.7,20,€2.79m,€128.55m,Serie_A,2021
,FC Empoli,40,25.0,12,€3.16m,€126.50m,Serie_A,2021
,Genoa CFC,47,26.5,24,€2.58m,€121.28m,Serie_A,2021
,Venezia FC,51,25.2,35,€1.59m,€80.98m,Serie_A,2021
,Spezia Calcio,34,24.1,23,€2.31m,€78.50m,Serie_A,2021
,US Salernitana 1919,51,26.3,26,€1.38m,€70.56m,Serie_A,2021
,SSC Napoli,31,26.7,20,€21.10m,€654.08m,Serie_A,2022
,Inter Milan,35,26.9,22,€16.22m,€567.55m,Serie_A,2022
,AC Milan,36,26.4,27,€15.14m,€545.10m,Serie_A,2022
,Juventus FC,40,25.9,19,€12.08m,€483.13m,Serie_A,2022
,AS Roma,47,24.2,27,€7.69m,€361.38m,Serie_A,2022
,Atalanta BC,38,24.9,20,€8.90m,€338.38m,Serie_A,2022
,SS Lazio,33,26.5,20,€8.07m,€266.43m,Serie_A,2022
,ACF Fiorentina,38,25.6,18,€6.81m,€258.80m,Serie_A,2022
,US Sassuolo,35,25.4,19,€6.63m,€232.20m,Serie_A,2022
,Torino FC,38,24.3,29,€5.19m,€197.19m,Serie_A,2022
,Udinese Calcio,38,25.3,28,€4.97m,€188.86m,Serie_A,2022
,Bologna FC 1909,38,25.3,22,€4.04m,€153.63m,Serie_A,2022
,AC Monza,41,26.6,12,€3.31m,€135.70m,Serie_A,2022
,FC Empoli,44,24.8,19,€2.85m,€125.53m,Serie_A,2022
,Hellas Verona,46,25.2,26,€2.69m,€123.89m,Serie_A,2022
,US Salernitana 1919,45,26.9,27,€2.63m,€118.35m,Serie_A,2022
,Spezia Calcio,48,24.9,34,€2.41m,€115.81m,Serie_A,2022
,US Lecce,39,25.1,23,€2.70m,€105.20m,Serie_A,2022
,US Cremonese,42,26.2,19,€1.99m,€83.78m,Serie_A,2022
,UC Sampdoria,48,26.4,27,€1.73m,€82.96m,Serie_A,2022
,Inter Milan,35,27.1,24,€18.71m,€654.85m,Serie_A,2023
,AC Milan,42,24.6,26,€13.61m,€571.41m,Serie_A,2023
,SSC Napoli,35,26.5,22,€14.71m,€515.00m,Serie_A,2023
,Juventus FC,39,25.2,19,€12.94m,€504.53m,Serie_A,2023
,Atalanta BC,42,25.2,21,€10.38m,€436.05m,Serie_A,2023
,Bologna FC 1909,37,25.1,26,€9.44m,€349.30m,Serie_A,2023
,AS Roma,41,25.2,24,€8.30m,€340.40m,Serie_A,2023
,ACF Fiorentina,41,25.7,21,€6.93m,€284.10m,Serie_A,2023
,Torino FC,45,24.3,33,€5.17m,€232.73m,Serie_A,2023
,SS Lazio,37,26.4,20,€6.09m,€225.45m,Serie_A,2023
,Genoa CFC,44,25.9,29,€4.44m,€195.40m,Serie_A,2023
,Udinese Calcio,45,24.7,36,€3.78m,€170.06m,Serie_A,2023
,AC Monza,39,26.6,13,€3.68m,€143.43m,Serie_A,2023
,Hellas Verona,50,25.1,32,€2.81m,€140.70m,Serie_A,2023
,US Sassuolo,38,25.5,21,€3.67m,€139.54m,Serie_A,2023
,Frosinone Calcio,48,24.9,26,€2.26m,€108.40m,Serie_A,2023
,US Lecce,39,24.6,30,€2.76m,€107.73m,Serie_A,2023
,FC Empoli,47,25.3,20,€2.18m,€102.33m,Serie_A,2023
,US Salernitana 1919,50,25.6,31,€1.89m,€94.60m,Serie_A,2023
,Cagliari Calcio,38,27.0,19,€2.43m,€92.23m,Serie_A,2023
,Inter Milan,46,25.5,26,€16.13m,€741.85m,Serie_A,2024
,Juventus FC,43,24.6,25,€14.62m,€628.73m,Serie_A,2024
,AC Milan,41,25.1,28,€14.19m,€581.70m,Serie_A,2024
,Atalanta BC,44,25.4,20,€11.39m,€501.20m,Serie_A,2024
,SSC Napoli,37,26.9,18,€13.53m,€500.45m,Serie_A,2024
,AS Roma,39,25.7,28,€10.01m,€390.30m,Serie_A,2024
,ACF Fiorentina,44,25.2,18,€8.37m,€368.13m,Serie_A,2024
,Bologna FC 1909,38,25.2,25,€8.96m,€340.65m,Serie_A,2024
,SS Lazio,41,26.0,25,€7.19m,€294.90m,Serie_A,2024
,Torino FC,48,24.9,34,€4.57m,€219.28m,Serie_A,2024
,Como 1907,51,26.5,31,€3.99m,€203.43m,Serie_A,2024
,Udinese Calcio,40,25.7,34,€4.97m,€198.90m,Serie_A,2024
,Genoa CFC,48,24.9,27,€3.65m,€175.35m,Serie_A,2024
,Parma Calcio 1913,40,25.1,28,€4.38m,€175.11m,Serie_A,2024
,US Lecce,44,24.8,37,€2.58m,€113.43m,Serie_A,2024
,Hellas Verona,42,25.2,31,€2.56m,€107.35m,Serie_A,2024
,FC Empoli,52,24.5,28,€2.05m,€106.58m,Serie_A,2024
,AC Monza,46,26.3,16,€2.08m,€95.83m,Serie_A,2024
,Venezia FC,41,25.9,26,€2.33m,€95.60m,Serie_A,2024
,Cagliari Calcio,36,26.7,18,€2.60m,€93.63m,Serie_A,2024
,Inter Milan,25,28.6,17,€27.75m,€693.80m,Serie_A,2025
,Juventus FC,26,26.8,18,€23.18m,€602.70m,Serie_A,2025
,SSC Napoli,27,28.2,16,€18.63m,€503.10m,Serie_A,2025
,AC Milan,22,26.5,17,€21.43m,€471.50m,Serie_A,2025
,Atalanta BC,26,26.8,16,€17.66m,€459.10m,Serie_A,2025
,AS Roma,28,25.9,19,€14.50m,€406.00m,Serie_A,2025
,ACF Fiorentina,30,25.7,14,€9.51m,€285.35m,Serie_A,2025
,Como 1907,30,26.6,24,€9.50m,€285.10m,Serie_A,2025
,Bologna FC 1909,28,27.0,16,€9.74m,€272.80m,Serie_A,2025
,SS Lazio,28,28.1,19,€9.51m,€266.35m,Serie_A,2025
,Torino FC,30,26.4,27,€5.09m,€152.75m,Serie_A,2025
,Parma Calcio 1913,30,24.0,21,€5.09m,€152.68m,Serie_A,2025
,Udinese Calcio,29,25.6,24,€5.25m,€152.35m,Serie_A,2025
,US Sassuolo,30,25.6,17,€4.95m,€148.60m,Serie_A,2025
,Genoa CFC,29,26.0,20,€4.89m,€141.95m,Serie_A,2025
,Cagliari Calcio,28,25.8,9,€3.64m,€102.05m,Serie_A,2025
,Pisa Sporting Club,32,25.8,22,€3.00m,€95.85m,Serie_A,2025
,Hellas Verona,30,25.7,25,€3.04m,€91.20m,Serie_A,2025
,US Cremonese,30,27.7,13,€2.57m,€77.15m,Serie_A,2025
,US Lecce,31,25.0,27,€2.43m,€75.38m,Serie_A,2025
